Mouse_ID,Unique_ID,Sex,Line,Line_stock,Background_strain,Alleles,Genotype,Diet,Birth_Date,Age_Group,CFC_Test_0s_120s,CFC_Test_120s_240s,CFC_Test_240s_360s,CFC_Test_360s_480s,CFC_Test_480s_600s,CFC_Test_0s_600s,CFC_Train_0s_150s,CFC_Train_151s_191s,CFC_Train_295s_335s,CFC_Train_429s_469s,CFC_Train_574s_614s,CFC_Train_0s_700s,Frailty_Weight,Frailty_Alopecia,Frailty_Loss_of_fur_color,Frailty_Dermatitis,Frailty_Loss_of_whiskers,Frailty_Coat_Condition,Frailty_Piloerection,Frailty_Cataracts,Frailty_Eye_discharge_swelling,Frailty_Microphthalmia,Frailty_Corneal_opacity,Frailty_Nasal_discharge,Frailty_Rectal_prolapse,Frailty_penile_prolapse,Frailty_Diarrhea,Frailty_Body_condition,Frailty_Hind_Limb_Clasping,Frailty_Gait_disorders,Frailty_Menace_reflex,Frailty_Tremor,Frailty_Tumors,Frailty_Kyphosis,Frailty_Breathing_rate_depth,Frailty_Tail_stiffening,Frailty_Malocclusions,Frailty_Distended_abdomen,Frailty_Vestibular_disturbance,Frailty_Righting_Reflex,Frailty_Vision_loss_Visual_placing,Frailty_Index_Score,Frailty_Body_Temperature,Frailty_Notes,OF_Ambulatory_Activity_Count,OF_Ambulatory_Time,OF_Ambulatory_Episode_Count,OF_Margin_Distance,OF_Center_Distance,OF_Margin_Time,OF_Center_Time,OF_Clockwise_Revolutions,OF_Counter_Clockwise_Revolutions,OF_Stereotypic_Episode_Activity_Count,OF_Stereotypic_Activity_Count,OF_Stereotypic_Episode_Count,OF_Stereotypic_Time,OF_Movement_Episode_Count,OF_Movement_Time,OF_Total_Distance,OF_Rest_Time,OF_Rest_Episode_Count,RR_Test_Additional_Notes,RR_Test_Average_Latency_to_Fall,RR_Test_T1,RR_Test_T2,RR_Test_T3,RR_Test_T4,RR_Test_Notes,RR_Test_Experiment_Date,RR_Test_Assay,RR_Test_Age_at_Test_Days,RR_Test_Age_at_Test_Months,RR_Test_Unique_ID,RR_Train_Additional_Notes,RR_Train_Average_Latency_to_Fall,RR_Train_T1,RR_Train_T2,RR_Train_T3,RR_Train_T4,RR_Train_Notes,Ymaze_Total_Arm_Entries,Ymaze_Number_of_Spontaneous_Alternations,Ymaze_Alternation_Ratio,Ymaze_Latency_to_Leave_Start_Arm,Frailty_Integument,Frailty_Musculoskeletal,Frailty_Vesibular,Frailty_Ocular_Nasal,Frailty_Digestive_Urogenital
35700,het_cohort1_36,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA2/J)F1/Cck,35277,B6xD2,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,9.53,18.4,20.71,23.95,9.17,16.34,2.84,8.67,45.33,12,53.69,20.39,30.9,0.5,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4,37.8,NA,5948,149.38,20,4587.77,356.66,3521.3,78.71,22,6,2858,1033,378,219.94,636,1542.2,4944.43,2057.81,633,CFC age 12mo,299.3333333,257,300,300,298,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,234.3333333,134,163,240,300,NA,26,12,50,7.507,3,0.5,0,0.5,0
35715,het_cohort1_61,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA2/J)F1/Cck,35277,B6xD2,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,14.89,24.61,29.78,0.89,5.78,15.2,7.64,48,16,78.15,81.33,45.02,40.2,1,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4,38.3,NA,5858,124.98,8,3376.67,530.8,3521.65,78.36,16,12,3854,1015,382,211.66,592,1409.35,3907.48,2190.67,593,CFC age 12mo,222,300,66,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,207.3333333,14,300,102,220,NA,31,21,72.4137931,2.636,3,0.5,0,0.5,0
35690,het_cohort1_46,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA2/J)F1/Cck,35277,B6xD2,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,20.62,35.56,22.62,29.56,69.27,35.5,3.55,2.67,18.67,48.67,34.67,16.2,30.7,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,37.6,NA,4685,105.7,14,2975.59,415.47,3491.63,108.37,14,10,2961,1455,452,315.93,668,1433.17,3391.04,2166.85,663,CFC age 12mo,286.3333333,300,259,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,294,300,300,282,300,NA,27,11,44,4.371,2,0,0,0.5,0
35818,het_cohort1_74,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35279,B6xWSB,App_Psen1_Tardbp,Het,6% Extruded,4/1/2021,12,41.02,74.28,89.33,77.78,85.75,73.68,0.89,46,21.33,70,61.33,45.41,21.6,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2.5,38.9,NA,7032,129.58,22,4933.18,435.61,3529.12,70.88,17,15,4264,1590,472,356.97,644,1514.87,5368.8,2085.14,639,CFC age 12mo,300,300,300,300,300,NA,4/5/2022,Test,369,12.13333333,NA,CFC age 12mo,300,300,300,300,300,NA,48,30,65.2173913,7.241,1.5,0.5,0,0.5,0
35808,het_cohort1_30,Male,B6FVBF1/J,19019,B6xFVB,Control,WT,6% Extruded,4/1/2021,12,14.86,9.31,12.64,20.89,11.78,13.87,0,3.33,26,51.66,38,19.98,35.5,0,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,38.3,NA,10571,199.62,13,6000.79,1159.06,3465.08,134.93,11,48,6264,1298,510,236.04,677,1999.6,7159.86,1600.43,670,CFC age 12mo,296.6666667,300,290,300,300,NA,4/5/2022,Test,369,12.13333333,NA,CFC age 12mo,283.6666667,187,300,251,300,NA,46,29,65.90909091,1.602,2.5,1,0,0.5,0
35803,het_cohort1_20,Male,(C57BL/6J x WSB/EiJ)F1/Cck,35289,B6xWSB,Control,WT,6% Extruded,3/23/2021,12,91.11,74.94,94.22,94,73.11,85.47,0.71,0,44,49.01,68,49.03,37.7,1,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4,37.8,NA,6088,123.53,16,3012.2,408.36,3528.41,71.6,10,12,4086,1419,443,303.22,645,1511.98,3420.55,2088.02,640,CFC age 12mo,300,300,300,300,300,pen mate is aggressive when returned to pen,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,274.3333333,300,264,259,300,NA,17,9,60,93.327,3,0.5,0,0.5,0
35755,het_cohort1_71,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35279,B6xWSB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,70.29,96,91.57,96,95.99,89.95,4.09,27.33,55.33,82,86.67,54.99,21.2,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,38.6,0,10753,207.29,32,8412.23,916.85,3491.27,108.73,27,34,5242,1367,472,272.69,733,1907.65,9329.1,1692.36,728,CFC age 12mo,300,252,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,300,300,300,300,300,NA,35,23,69.6969697,1.869,2,1,0,0.5,0
35794,het_cohort1_146,Male,"C57BL/6J-Tardbp<em9Lutzy> Psen1<em1(M146L,L286V)Msasn> App<em5(hAPP,Swe)Msasn>/LutzyJ",34021,B6,App_Psen1_Tardbp,Het,6% Extruded,3/24/2021,12,39.69,18,23.11,29.71,41.65,30.4,0,3.33,38,56.95,80,30.45,42.7,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2.5,37,NA,8464,158.55,21,3230.47,984.8,3397.01,203.01,15,15,5597,1299,531,251.04,717,1935.29,4215.29,1664.72,714,CFC age 12mo,91.66666667,34,87,106,82,NA,4/5/2022,Test,377,12.38709677,NA,CFC age 12mo,113,95,161,99,79,NA,30,13,46.42857143,2.67,1.5,0.5,0,0.5,0
35705,het_cohort1_51,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA2/J)F1/Cck,35277,B6xD2,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,15.96,37.69,45.78,21.95,40.09,32.33,0.71,74,67.33,27.15,45.33,44.3,38.8,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,38.1,NA,11620,190.86,16,5847.33,2442.12,3330.96,269.04,43,26,7468,1433,527,286.59,668,2048.33,8289.48,1551.69,661,CFC age 12mo,258,300,300,300,174,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,237,177,300,300,111,NA,30,18,64.28571429,5.172,2.5,0.5,0,0.5,0
35689,het_cohort1_45,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA2/J)F1/Cck,35277,B6xD2,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,18.85,29.78,8.2,54.22,63.92,34.96,0,69.33,84,76,70.67,46.95,39.4,1,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4,37.1,NA,6668,142.77,16,3686.65,428,3516.39,83.61,11,9,3883,1238,460,276.68,692,1688.35,4114.67,1911.66,685,CFC age 12mo,300,300,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,67.33333333,16,37,83,82,NA,24,12,54.54545455,179.781,3.5,0.5,0,0,0
35765,het_cohort1_84,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35279,B6xWSB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,89.14,77.61,90,87.36,86.64,86.17,2.13,52.67,32,86.75,81.33,57.71,31.3,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,38.4,NA,5226,113.03,9,2959.39,505.85,3497.4,102.6,14,11,3142,979,343,209.88,587,1179.07,3465.25,2420.95,586,CFC age 12mo,300,246,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,252,300,300,300,156,NA,24,17,77.27272727,32.4,2.5,1,0,0.5,0
35683,het_cohort1_12,Male,C57BL/6J,664,B6,Control,WT,6% Extruded,3/16/2021,12,46.67,55.21,57.33,42.89,56.22,51.64,6.57,0,16,28.48,35.33,22.8,46.7,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2.5,37.3,NA,7627,160.62,25,3606.83,1047.76,3342.97,257.03,17,16,4460,1065,456,202.44,763,1679.23,4654.62,1920.78,761,CFC age 12mo,170.6666667,93,180,134,198,NA,4/5/2022,Test,385,12.64516129,NA,CFC age 12mo,168.3333333,54,176,178,151,NA,20,11,61.11111111,3.103,1.5,0.5,0,0.5,0
35735,het_cohort1_111,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,38.58,75.39,61.42,21.11,16,42.49,0,0,0,0,0,6.33,37.9,1,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,5,36.7,NA,11032,166.89,14,4097.57,1378.69,3298.89,301.12,21,17,8273,1462,599,249.87,636,2076.1,5476.25,1523.93,630,CFC age 12mo,178,154,137,182,215,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,246,182,257,251,230,NA,44,26,61.9047619,3.971,3.5,1,0,0.5,0
35768,het_cohort1_120,Female,"C57BL/6J-Tardbp<em9Lutzy> Psen1<em1(M146L,L286V)Msasn> App<em5(hAPP,Swe)Msasn>/LutzyJ",34021,B6,App_Psen1_Tardbp,Het,6% Extruded,3/24/2021,12,53.33,47.23,62.44,56.67,43.43,52.6,16.52,18.67,46.67,56.95,36.91,50.88,43.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2,36.7,NA,6169,142.27,23,3529.34,211.35,3559.94,40.09,3,24,3562,987,414,177.56,742,1488.14,3740.67,2111.88,740,CFC age 12mo,208.3333333,32,228,272,125,NA,4/5/2022,Test,377,12.38709677,NA,CFC age 12mo,179.3333333,145,185,214,139,NA,23,14,66.66666667,5.539,1,0.5,0,0.5,0
35759,het_cohort1_78,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35279,B6xWSB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,55.88,53.44,22.44,72.95,58.17,52.54,2.84,52.67,60.67,62.67,77.33,50.97,32.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,39.2,NA,4577,86.43,23,2353.44,322.87,3545.93,54.08,8,8,2772,904,335,177.44,639,1124.33,2676.3,2475.68,637,CFC age 12mo,213.3333333,300,300,244,96,noticed tumors with skin wounds under front 'armpits',4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,300,220,300,300,300,NA,11,6,66.66666667,25.626,1.5,0.5,0,0,0
35798,het_cohort1_15,Female,(C57BL/6J x WSB/EiJ)F1/Cck,35289,B6xWSB,Control,WT,6% Extruded,3/23/2021,12,24.61,49.67,60.31,54.67,94.22,56.71,0,29.33,35.33,71.52,87.33,54.4,25.8,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2,38.4,NA,8979,197.68,21,6760.5,884.93,3462.72,137.3,24,25,5165,1778,546,365.43,652,1918.01,7645.42,1682,646,CFC age 12mo,300,300,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,293,254,300,279,300,NA,51,33,67.34693878,2.069,1,0.5,0,0.5,0
35744,het_cohort1_115,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,23.06,25.78,44.67,30.38,6.24,26.04,0,0,16,27.81,51.33,28.96,38.4,0.5,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4,35.6,NA,9630,165.56,29,4556.74,1138.32,3427.63,172.4,33,9,6661,1469,573,275.1,628,2055.5,5695.03,1544.52,619,CFC age 12mo,300,285,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,278.3333333,256,279,256,300,NA,43,25,60.97560976,6.807,3,0.5,0,0.5,0
35719,het_cohort1_100,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,8.43,16.85,38.67,55.78,73.33,38.58,0,0,0,4.67,0,11.31,29.2,1,0.5,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,5.5,37.8,NA,12994,199.63,16,4433.34,1716.64,3273.73,326.28,26,27,9064,1460,581,254.84,655,2199.74,6149.99,1400.27,651,CFC age 12mo,202.3333333,219,206,192,209,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,115.3333333,60,121,89,136,NA,52,30,60,9.043,4,1,0,0.5,0
35682,het_cohort1_11,Male,C57BL/6J,664,B6,Control,WT,6% Extruded,3/16/2021,12,57.78,61.2,53.33,66.22,28.22,53.33,11.9,10,32,51.66,58.67,45.6,46.7,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2.5,37.1,NA,7607,145.55,28,2988.96,539.07,3410.46,189.54,4,20,5134,1158,483,201.98,712,1676.13,3528.03,1923.88,709,CFC age 12mo,153.3333333,116,165,156,139,NA,4/5/2022,Test,385,12.64516129,NA,CFC age 12mo,99,64,92,97,108,NA,34,9,28.125,1.668,1.5,0.5,0,0.5,0
35779,het_cohort1_131,Female,"C57BL/6J-Tardbp<em9Lutzy> Psen1<em1(M146L,L286V)Msasn> App<em5(hAPP,Swe)Msasn>/LutzyJ",34021,B6,App_Psen1_Tardbp,Het,6% Extruded,3/24/2021,12,17.96,46.78,43.78,41.78,51.78,40.4,1.6,0,27.33,36,17.33,32.38,26,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4.5,36.5,NA,6189,135.26,20,2477.99,943.37,3293.66,306.34,10,8,3857,1118,471,206.37,726,1481.71,3421.39,2118.3,722,CFC age 12mo,221.3333333,259,229,193,242,"after falling, crawled behind instrument and then fell off of table and on to floor",4/5/2022,Test,377,12.38709677,NA,CFC age 12mo,217,188,190,217,244,NA,32,13,43.33333333,2.703,3,1,0,0.5,0
35734,het_cohort1_110,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,31.71,70.51,76.27,18.67,20.44,43.56,0.89,0,6,35.1,82,33.4,39.3,1,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4.5,36.7,NA,14854,267.43,17,7012.65,3780.09,3097.02,503,16,69,9564,1462,605,242.65,561,2555.46,10792.75,1044.57,552,CFC age 12mo,221,186,217,204,242,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,264,213,221,286,285,NA,49,29,61.70212766,5.139,3.5,0.5,0,0.5,0
35784,het_cohort1_136,Male,"C57BL/6J-Tardbp<em9Lutzy> Psen1<em1(M146L,L286V)Msasn> App<em5(hAPP,Swe)Msasn>/LutzyJ",34021,B6,App_Psen1_Tardbp,Het,6% Extruded,3/24/2021,12,59.87,77.83,91.11,81.82,82.33,78.56,2.49,0,49.33,63.33,59.33,45.56,41.8,0.5,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,37.9,NA,6969,141.14,25,2127.75,823.17,3263.85,336.16,8,8,5050,1299,477,232.56,691,1693.83,2950.91,1906.18,683,CFC age 12mo,189.6666667,184,194,178,197,NA,4/5/2022,Test,377,12.38709677,NA,CFC age 12mo,194,136,150,249,183,NA,31,17,58.62068966,9.609,2.5,0.5,0,0.5,0
35778,het_cohort1_130,Female,"C57BL/6J-Tardbp<em9Lutzy> Psen1<em1(M146L,L286V)Msasn> App<em5(hAPP,Swe)Msasn>/LutzyJ",34021,B6,App_Psen1_Tardbp,Het,6% Extruded,3/24/2021,12,22.39,27.94,75.11,81.33,81.11,57.51,0,0,14,67.33,65.33,41.68,28.1,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,4,36.9,NA,10927,190.52,23,4758.49,1887.58,3251.78,348.25,41,12,7228,1400,577,242.11,694,2060.51,6646.09,1539.49,689,CFC age 12mo,231,265,248,269,176,NA,4/5/2022,Test,377,12.38709677,NA,CFC age 12mo,174.3333333,147,196,177,150,NA,44,17,40.47619048,2.369,3,0.5,0,0.5,0
35730,het_cohort1_96,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,0,5.76,7.35,21.06,50.34,16.83,0,0,2.67,27.33,37.58,15.97,26.9,1,1,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.5,38,NA,17465,268.1,20,7567.42,3882.16,3258.21,341.8,42,34,11378,1461,579,203.94,591,2465.47,11449.58,1134.53,586,CFC age 12mo,300,300,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,300,300,300,300,300,NA,71,38,55.07246377,1.902,4,0.5,0,0,0
35764,het_cohort1_83,Male,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35279,B6xWSB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,21.95,85.14,69.33,88.69,89.31,70.88,0,22,51.33,67.55,75.33,52.57,34.7,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3.5,38.7,NA,5514,121.18,14,4290.5,260.18,3527.43,72.59,10,16,2862,887,282,190.09,441,1191.49,4550.68,2408.51,436,CFC age 12mo,300,300,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,300,257,300,300,300,NA,29,21,77.77777778,3.203,3,0.5,0,0,0
35813,het_cohort1_25,Female,B6FVBF1/J,19019,B6xFVB,Control,WT,6% Extruded,4/1/2021,12,11.31,21.73,8.67,15.11,13.59,14.05,0,0,3.33,0,0,10.59,28.5,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,37.4,NA,9868,181.08,26,4951.43,416.6,3525.53,74.47,14,21,6211,1333,532,242.08,659,2012.93,5368.04,1587.08,654,CFC age 12mo,238.3333333,222,214,236,265,NA,4/5/2022,Test,369,12.13333333,NA,CFC age 12mo,167.3333333,129,154,173,175,NA,43,29,70.73170732,6.006,2.5,0.5,0,0.5,0
35729,het_cohort1_95,Female,(C57BL/6J-Tardbp<em9Lutzy> Psen1<em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35278,B6xFVB,App_Psen1_Tardbp,Het,6% Extruded,3/23/2021,12,55.43,76.72,83.3,84.92,87.02,77.43,0,7.33,31.33,61.33,21.48,31.44,24.5,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,38.4,NA,13096,217.38,25,4734.39,2009.83,3598.83,301.18,16,28,8980,1656,661,276.42,696,2448.61,6744.24,1451.41,687,CFC age 12mo,300,257,300,300,300,NA,4/5/2022,Test,378,12.41935484,NA,CFC age 12mo,299.3333333,300,300,300,298,NA,56,33,61.11111111,2.469,2.5,0.5,0,0.5,0
38035,het_cohort2_70,Female,(C57BL/6J x WSB/EiJ)F1/Cck,35289,B6xWSB,Control,WT,6% Extruded,6/28/2021,9,8.67,42.35,49.11,49.11,62.81,42.39,0,4,30.2,44,39.33,20.05,21.6,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,38.5,NA,10638,195.35,35,7511.06,1495.14,3381.53,218.49,33,18,5081,1325,463,254,705,1883.15,9006.22,1716.86,694,CFC age 9mo,300,300,300,300,300,NA,3/21/2022,Test,266,8.75,NA,CFC age 9mo,300,300,300,300,300,NA,56,22,40.74074074,0.401,2.5,1,0,0.5,0
37971,het_cohort2_41,Female,(C57BL/6J-Mapt<em2Lutzy> Psen<1em1Msasn> App<em5Msasn> x WSB/EiJ)F1/Cck,35285,B6xWSB,App_Psen1_Mapt,Het,6% Extruded,6/29/2021,9,54.55,64.44,40.8,49.67,71.27,56.07,0,2,10.07,9.93,54.67,34.07,16.6,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,3,38.8,NA,7602,145.34,20,6077.21,669.58,3552.41,47.59,22,18,4274,1868,518,401.05,698,1639.5,6746.8,1960.5,692,CFC age 9mo,300,300,300,300,300,NA,3/21/2022,Test,265,8.724137931,NA,CFC age 9mo,300,300,300,300,300,NA,52,22,44,0.467,1,1,0,0.5,0
37918,het_cohort2_14,Female,(C57BL/6J-Mapt<em2Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA/2J)F1/Cck,35283,B6xD2,App_Psen1_Mapt,Het,6% Extruded,6/28/2021,9,36.81,28.38,66.52,42.22,42.22,43.2,0.18,54.67,59.33,52.32,78,45.22,33.6,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,3.5,38,NA,5916,134.04,16,3295.03,436.31,3499.3,100.7,9,12,3612,1183,429,237.63,634,1546.65,3731.36,2053.36,632,CFC age 9mo,226.6666667,262,189,251,240,NA,3/21/2022,Test,266,8.75,NA,CFC age 9mo,166,120,189,154,155,NA,27,16,64,2.769,2.5,0.5,0,0.5,0
37919,het_cohort2_15,Female,(C57BL/6J-Mapt<em2Lutzy> Psen1<em1Msasn> App<em5Msasn> x DBA/2J)F1/Cck,35283,B6xD2,App_Psen1_Mapt,Het,6% Extruded,6/28/2021,9,11.97,19.07,28.6,23.78,56.67,28,0,0,2.67,0,34.67,10.9,35.9,1,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,5,36.8,NA,8087,188.78,22,4470.21,1107,3402.17,197.85,17,17,4937,1382,493,293.2,636,1922.28,5577.23,1677.73,628,CFC age 9mo,255.6666667,240,284,183,300,NA,3/21/2022,Test,266,8.75,NA,CFC age 9mo,276.3333333,154,269,290,270,NA,24,10,45.45454545,3.671,3.5,1,0,0.5,0
37948,het_cohort2_29,Female,(C57BL/6J-Mapt<em2Lutzy> Psen<1em1Msasn> App<em5Msasn> x FVB/NJ)F1/Cck,35284,B6xFVB,App_Psen1_Mapt,Het,6% Extruded,6/27/2021,9,68.96,82.67,70.51,32.59,30.29,57.05,0,0,0,0,2.67,13.68,32.6,0,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,37.5,NA,12808,203.68,16,5693.41,1306.83,3411.46,188.55,32,25,7674,1135,481,203.18,668,2149.28,7000.21,1450.73,659,CFC age 9mo,189,169,153,211,203,NA,3/21/2022,Test,267,8.785714286,NA,CFC age 9mo,155.6666667,34,156,161,150,"After T1, mouse leapt off of table and onto floor when I reached to retrieve her",39,19,51.35135135,16.95,2,0,0,0.5,0
